ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,codeReference
trum1247-aes,trum1247,aes,5,aes-nearly_extinct,"Trumai (2132-tpy) = Critically Endangered (80 percent certain, based on the evidence available) [Guirardello-Damian 2014](cldf:guirardello-damian:14)",569683,
shab1252-aes,shab1252,aes,4,aes-moribund,"Shabo (1379-sbf) = Severely Endangered (80 percent certain, based on the evidence available) (The language is still used in some of the daily life domains, but only a few children of the ethnic group are acquiring it as their mother tongue.) [Tsehay 2010](cldf:tsehay:10)",569683,
yana1271-aes,yana1271,aes,6,aes-extinct,Yana (ynn-ynn) = 10 (Extinct).,,
odia1239-aes,odia1239,aes,3,aes-shifting,"Busa (3910-bhf) = Endangered (20 percent certain, based on the evidence available) [Hammarström 2017](cldf:hammarstroem:17)",569683,
chon1248-aes,chon1248,aes,6,aes-extinct,Chono (NOCODE_Chono-NOCODE_Chono) = 10 (Extinct).,,
sius1254-aes,sius1254,aes,6,aes-extinct,Siuslaw (8390-sis) = Dormant [Golla et al. 2008](cldf:golla:goddard:etal:08),569683,
pura1257-aes,pura1257,aes,3,aes-shifting,"Purari (10742-iar) = Threatened (20 percent certain, based on the evidence available) [Hammarström 2017](cldf:hammarstroem:17)",569683,
mure1235-aes,mure1235,aes,6,aes-extinct,Mure (NOCODE_Mure-NOCODE_Mure) = 10 (Extinct).,,
niha1238-aes,niha1238,aes,3,aes-shifting,"Nihali (4879-nll) = Threatened (20 percent certain, based on the evidence available) [Hammarström 2010](cldf:hammarstroem:10:2)",569683,
guai1237-aes,guai1237,aes,6,aes-extinct,Guaicurian (NOCODE_Guaicurian-NOCODE_Guaicurian) = 10 (Extinct).,,
mawe1251-aes,mawe1251,aes,3,aes-shifting,"Mawes (4647-mgk) = Endangered (20 percent certain, based on the evidence available) [n.a. n.d.](cldf:np:nd:264)",569683,
yuwa1244-aes,yuwa1244,aes,3,aes-shifting,"Jotí (2902-yau) = Endangered (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
gaga1251-aes,gaga1251,aes,6,aes-extinct,Gagudju (4195-gbu) = Dormant [Mackinolty 2002](cldf:mackinolty:02),569683,
mero1237-aes,mero1237,aes,6,aes-extinct,Meroitic (xmr-xmr) = 10 (Extinct).,,
lara1258-aes,lara1258,aes,5,aes-nearly_extinct,"Larrakiya (4530-lrg) = Critically Endangered (80 percent certain, based on the evidence available) [Tryon 2007](cldf:tryon:07)",569683,
yera1243-aes,yera1243,aes,3,aes-shifting,"Yerakai (10602-yra) = Endangered (20 percent certain, based on the evidence available) [Laycock 1973](cldf:laycock:73)",569683,
gule1241-aes,gule1241,aes,6,aes-extinct,Gule (68-gly) = Extinct,550905,
pawa1255-aes,pawa1255,aes,3,aes-shifting,"Pawaia (10740-pwa) = Threatened (20 percent certain, based on the evidence available) [Hammarström 2017](cldf:hammarstroem:17)",569683,
natc1249-aes,natc1249,aes,6,aes-extinct,Natchez (10858-ncz) = Awakening [Smith 2011](cldf:smith:11:1),569683,
moro1289-aes,moro1289,aes,3,aes-shifting,"Marori (2719-mok) = Endangered (100 percent certain, based on the evidence available) (According to the villagers in Wasur, there is no other place where people speak the Morori language. There are less than ten families living in Wasur, and young people and children cannot speak Morori. It is almost dying out. They reported that they could understand some Marind and Kanum.) [Lebold; and Kriens 2009](cldf:lebold;:kriens:09)",569683,
ubyk1235-aes,ubyk1235,aes,6,aes-extinct,Ubykh (Turkey) (1062-uby) = Extinct; Ubykh (Caucasus) (644-uby) = Extinct,550905,
maja1242-aes,maja1242,aes,1,aes-not_endangered,Majang (mpe-mpe) = 4 (Educational).,701778,
mara1396-aes,mara1396,aes,1,aes-not_endangered,Mararit (mgb-mgb) = 6a* (Vigorous).,701778,
lila1246-aes,lila1246,aes,3,aes-shifting,"Lilau (10578-lll) = Endangered (20 percent certain, based on the evidence available) [Laycock 1973](cldf:laycock:73)",569683,
nucl1458-aes,nucl1458,aes,3,aes-shifting,"Monumbo (10577-mxk) = Endangered (20 percent certain, based on the evidence available) [Laycock 1973](cldf:laycock:73)",569683,
dadi1250-aes,dadi1250,aes,1,aes-not_endangered,Dadibi (mps-mps) = 5* (Developing).,701778,
folo1238-aes,folo1238,aes,1,aes-not_endangered,Folopa (ppo-ppo) = 5 (Developing).,701778,
sali1298-aes,sali1298,aes,5,aes-nearly_extinct,"Sáliva (2605-slc) = Critically Endangered (100 percent certain, based on the evidence available) (Según un censo reciente realizado por el Programa de Protección a la Diversidad Etnolingüística (PPDE) del Ministerio de Cultura, la población sáliba de Colombia es de 2.231 personas, sin embargo, sólo el 2% de esos indígenas hablan la lengua sáliba en la vida cotidiana, razón por la cual este idioma se encuentra en grave peligro de extinción debido a que la mayor parte de la población se comunica en español. Sólo las personas mayores de 50 años, principalmente las mujeres, hablan sáliba habitualmente; los demás, son hablantes pasivos, es decir que entienden todo lo que se dice en ese idioma, pero les da temor, vergüenza o como ellos mismos dicen, ‘se les dificulta pronunciar los sonidos’ de su lengua materna. (p. 108)

[According to a recent survey conducted by the Program for the Protection of Ethnolinguist Diversity (PPDE) of the Ministry of Culture, the Sáliba population of Colombia is 2,231; however, only 2% of those Indians [45 persons] speak Sáliba in everyday life, the reason for why this language is in serious danger of extinction because most of the population communicates in Spanish. Only persons over 50 years old, mainly women, usually speak Sáliba; others are passive speakers, i.e. they understand everything that is said in that language, but it makes them fearful, ashamed, or as they say, ‘it is difficult for them to pronounce the sounds’ of their mother tongue.]) [Ramírez 2010](cldf:ramirez:10)",569683,
chol1284-aes,chol1284,aes,6,aes-extinct,Cholon (587-cht) = Extinct,550905,
hibi1243-aes,hibi1243,aes,6,aes-extinct,Hibito (hib-hib) = 10 (Extinct).,701778,
wabo1241-aes,wabo1241,aes,1,aes-not_endangered,Waboda (kmx-kmx) = 5 (Developing).,701778,
sout2949-aes,sout2949,aes,1,aes-not_endangered,"Kiwai, Southern (kjd-kjd) = 5 (Developing).",701778,
bamu1257-aes,bamu1257,aes,1,aes-not_endangered,Bamu (bcf-bcf) = 5 (Developing).,701778,
nort2930-aes,nort2930,aes,1,aes-not_endangered,"Kiwai, Northeast (kiw-kiw) = 5 (Developing).",701778,
idii1243-aes,idii1243,aes,1,aes-not_endangered,Idi (idi-idi) = 6a* (Vigorous).,701778,
agob1244-aes,agob1244,aes,1,aes-not_endangered,Agob (kit-kit) = 5* (Developing).,701778,
arua1263-aes,arua1263,aes,6,aes-extinct,Aruá (Amazonas State) (aru-aru) = 10 (Extinct).,,
suru1263-aes,suru1263,aes,3,aes-shifting,"Zuruahã (1629-swx) = Endangered (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
paum1247-aes,paum1247,aes,3,aes-shifting,"Paumarí (2926-pad) = Endangered (60 percent certain, based on the evidence available) [Aikhenvald 2010](cldf:aikhenvald:10:1)",569683,
turu1250-aes,turu1250,aes,5,aes-nearly_extinct,"Turumsa (3512-tqm) = Critically Endangered (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
doso1239-aes,doso1239,aes,2,aes-threatened,Doso (dol-dol) = 6b (Threatened).,701778,
milu1241-aes,milu1241,aes,6,aes-extinct,Miluk (iml-iml) = 10 (Extinct).,,
coos1249-aes,coos1249,aes,6,aes-extinct,Hanis (4057-csz) = Dormant [Golla et al. 2008](cldf:golla:goddard:etal:08),569683,
chip1262-aes,chip1262,aes,3,aes-shifting,"Chipaya (2432-cap) = Threatened (20 percent certain, based on the evidence available) (""el chipaya goza de una extraordinaria vitalidad, y es fuente de orgullo para sus hablantes"" (p. 29)
[Chipaya enjoys an extraordinary vitality, and it is the source of pride for its speakers]) [Cerrón-Palomino 2009](cldf:cerron-palomino:09)",569683,
uruu1244-aes,uruu1244,aes,6,aes-extinct,Uru (1959-ure) = Dormant [Crevels 2012](cldf:crevels:12:3),569683,
mani1235-aes,mani1235,aes,2,aes-threatened,Sougb (mnx-mnx) = 6b* (Threatened).,701778,
nisa1239-aes,nisa1239,aes,2,aes-threatened,Nisa (njs-njs) = 6b (Threatened).,701778,
tefa1238-aes,tefa1238,aes,3,aes-shifting,"Tefaro (5093-tfo) = Endangered (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
demi1242-aes,demi1242,aes,3,aes-shifting,"Demisa (1414-dei) = Endangered (20 percent certain, based on the evidence available) [ed. 2010](cldf:ed:10)",569683,
wori1246-aes,wori1246,aes,5,aes-nearly_extinct,"Woria (2803-wor) = Critically Endangered (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
bauz1241-aes,bauz1241,aes,1,aes-not_endangered,Bauzi (bvz-bvz) = 6a (Vigorous).,701778,
mang1382-aes,mang1382,aes,6,aes-extinct,Mangerr (zme-zme) = 10 (Extinct).,701778,
agua1253-aes,agua1253,aes,2,aes-threatened,"Aguaruna (1565-agr) = Vulnerable (20 percent certain, based on the evidence available) [Overall 2014](cldf:overall:14)",569683,
mans1260-aes,mans1260,aes,4,aes-moribund,Mansim (NOCODE_Mansim-NOCODE_Mansim) = 8a (Moribund).,,
hata1243-aes,hata1243,aes,2,aes-threatened,"Hatam (2713-had) = Vulnerable (20 percent certain, based on the evidence available) [Reesink 1999](cldf:reesink:99)",569683,
keig1242-aes,keig1242,aes,3,aes-shifting,"Keiga (4363-kec) = Threatened (80 percent certain, based on the evidence available) (Most domains. All ages.) [Lewis 2009](cldf:lewis:ed:09)",569683,
dime1235-aes,dime1235,aes,3,aes-shifting,"Dimé (5247-dim) = Threatened (20 percent certain, based on the evidence available) [Dimmendaal and Voeltz 2007](cldf:dimmendaal:voeltz:07)",569683,
kita1247-aes,kita1247,aes,6,aes-extinct,Kitan (zkt-zkt) = 10 (Extinct).,,
mang1381-aes,mang1381,aes,5,aes-nearly_extinct,"Mangarrayi (1914-mpc) = Critically Endangered (100 percent certain, based on the evidence available) (...the language is endangered or seriously endangered.) [Moseley 2007](cldf:moseley:07)",569683,
leng1262-aes,leng1262,aes,3,aes-shifting,"Enxet (5166-leg) = Threatened (20 percent certain, based on the evidence available)",569683,
wany1247-aes,wany1247,aes,6,aes-extinct,Waanyi (wny-wny) = 9 (Dormant).,701778,
gara1269-aes,gara1269,aes,4,aes-moribund,"Garrwa (4190-wrk) = Severely Endangered (100 percent certain, based on the evidence available) (Almost all of the people who contributed language material for this study were over 50, and most were over 65 at the time of this writing. Children have not been learning the language as a first language since at least the 1980s, so there are now at least two generations who have low or no proficiency in Garrwa.... while Garrwa is still spoken spontaneously in conversations between older people and some younger people who are active in cultural maintenance, it is not spoken between most people under the age of 50.) [Mushin 2012](cldf:mushin:12)",569683,
nucl1633-aes,nucl1633,aes,4,aes-moribund,Nimboran (nir-nir) = 8a (Moribund).,701778,
yuki1243-aes,yuki1243,aes,6,aes-extinct,Yuki (849-yuk) = Extinct,550905,
wapp1239-aes,wapp1239,aes,6,aes-extinct,"Wappo (1150-wao) = Awakening (With the support of the Tribal chairman, we [Aaron Marks, Desirae Harp, and Christi Gabaldon] initiated the Wappo language classes in November 2012 ... In the long term, once a critical mass of competent speakers is  created, full - immersion classes and groups are planned.) [Marks and Torres 2013](cldf:marks:torres:13)",569683,
hurr1240-aes,hurr1240,aes,6,aes-extinct,Hurrian (xhu-xhu) = 10 (Extinct).,,
urar1245-aes,urar1245,aes,6,aes-extinct,Urartian (xur-xur) = 10 (Extinct).,,
nort2967-aes,nort2967,aes,6,aes-extinct,Northeastern Pomo (831-pef) = Extinct,550905,
sout2982-aes,sout2982,aes,6,aes-extinct,"Southeastern Pomo (4987-pom) = Awakening (Each step that the Elem Pomo Language Group took during the period reported on in this paper -- the creation of an orthography, making and using flashcards in language teaching, gathering data for a phrasebook, and holding immersion language camps -- has been an important move forward in the renewal of Elem.) [Ahlers n.d.](cldf:ahlers:nd)",569683,
tima1241-aes,tima1241,aes,3,aes-shifting,"Tima (1439-tms) = Threatened (20 percent certain, based on the evidence available) [Dimmendaal et al. 2006](cldf:dimmendaal:mugaddam:etal:06)",569683,
woun1238-aes,woun1238,aes,3,aes-shifting,"Waunana (864-noa) = Threatened (60 percent certain, based on the evidence available) (Los propios hablantes manifiestan que en todas las comunidades la lengua está en peligro de perderse, pues ya no lo hablan los jóvenes. p.61-62.
[The speakers themselves state that in all the communities the language is in danger of being lost, that the youth do not speak it.]) [Murillo Miranda 2012](cldf:murillomiranda:12)",569683,
atoh1238-aes,atoh1238,aes,2,aes-threatened,Atohwaim (aqm-aqm) = 6b* (Threatened).,701778,
gong1251-aes,gong1251,aes,3,aes-shifting,"Gongduk (5636-goe) = Threatened (20 percent certain, based on the evidence available) [van Driem 2007](cldf:driem:07)",569683,
olek1239-aes,olek1239,aes,5,aes-nearly_extinct,"Olekha (4919-ole) = Critically Endangered (80 percent certain, based on the evidence available) [Hyslop 2016](cldf:hyslop:16)",569683,
yaha1248-aes,yaha1248,aes,2,aes-threatened,Yahadian (ner-ner) = 6b (Threatened).,701778,
kond1303-aes,kond1303,aes,2,aes-threatened,Konda (knd-knd) = 6b (Threatened).,701778,
onge1236-aes,onge1236,aes,3,aes-shifting,"Önge (4925-oon) = Threatened (60 percent certain, based on the evidence available) [Abbi 2006](cldf:abbi:06)",569683,
jara1245-aes,jara1245,aes,2,aes-threatened,"Jarawa (3845-anq) = Vulnerable (80 percent certain, based on the evidence available) [Kumar 2012](cldf:kumar:12)",569683,
west2631-aes,west2631,aes,3,aes-shifting,"Purepecha (7569-pua) = Threatened (60 percent certain, based on the evidence available) (Data from Puácuaro village. ""According to the National Indigenous Languages Institute (INALI 2006), 59.8% of the people of Puácuaro speak P’orhépecha, all of whom are bilingual."") ['bib1479']",569683,
pure1242-aes,pure1242,aes,3,aes-shifting,"Purepecha (7569-tsz) = Threatened (60 percent certain, based on the evidence available) (Data from Puácuaro village. ""According to the National Indigenous Languages Institute (INALI 2006), 59.8% of the people of Puácuaro speak P’orhépecha, all of whom are bilingual."") ['bib1479']",569683,
orya1242-aes,orya1242,aes,2,aes-threatened,Orya (ury-ury) = 6b (Threatened).,701778,
pech1241-aes,pech1241,aes,4,aes-moribund,"Pech (4946-pay) = Severely Endangered (60 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
dzub1241-aes,dzub1241,aes,6,aes-extinct,Dzubukua (NOCODE_Dzubukua-NOCODE_Dzubukua) = 10 (Extinct).,,
kipe1235-aes,kipe1235,aes,6,aes-extinct,Kipea (NOCODE_Kipea-NOCODE_Kipea) = 10 (Extinct).,,
kamu1260-aes,kamu1260,aes,3,aes-shifting,"Kamula (10744-xla) = Endangered (20 percent certain, based on the evidence available) [Hammarström 2017](cldf:hammarstroem:17)",569683,
kono1241-aes,kono1241,aes,6,aes-extinct,Konomihu (NOCODE_Konomihu-NOCODE_Konomihu) = 10 (Extinct).,,
kana1291-aes,kana1291,aes,3,aes-shifting,"Dyapá (1458-knm) = Threatened (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
kata1270-aes,kata1270,aes,6,aes-extinct,Katawixi (3103-xat) = Dormant (Probably extinct) [Anjos 2011](cldf:dosanjos:11),569683,
west2632-aes,west2632,aes,3,aes-shifting,"Acoma-Laguna (650-kjq) = Threatened (20 percent certain, based on the evidence available) [Golla et al. 2008](cldf:golla:goddard:etal:08)",569683,
east1472-aes,east1472,aes,3,aes-shifting,"Rio Grande Keresan (6511-kee) = Endangered (100 percent certain, based on the evidence available) [Golla et al. 2008](cldf:golla:goddard:etal:08)",569683,
tlin1245-aes,tlin1245,aes,5,aes-nearly_extinct,"Łingít (Tlingit) (850-tli) = Critically Endangered (80 percent certain, based on the evidence available) (Mainly older adults, no children) [n.a. 2012](cldf:np:12:6)",569683,
ajas1235-aes,ajas1235,aes,3,aes-shifting,"Aja (3703-aja) = Endangered (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
ofay1240-aes,ofay1240,aes,4,aes-moribund,"Ofayé (1740-opy) = Severely Endangered (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
kara1500-aes,kara1500,aes,3,aes-shifting,"Karajá (1654-kpj) = Threatened (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
rikb1245-aes,rikb1245,aes,3,aes-shifting,"Rikbaktsá (2757-rkb) = Threatened (100 percent certain, based on the evidence available) (Em termos gerais, podemos afirmar que pessoas com mais de 40 anos são em geral bilingues em Rikbaktsa e Português (cf. Gráfico 4). Entre estes falantes, encontramos um pequeno número de monolíngues em Rikbaktsa (cf. Gráfico 3). Pessoas com idade entre 40 e 30 anos não falam ou falam pouco Rikbaktsa; embora demonstrem ter um bom nível de compreensão desta língua, se comunicam quase que exclusivamente em Português (cf. Gráfico 5). E por fim, pessoas com menos de 30 anos são, com poucas exceções, monolíngues em Português e apresentam baixo nível de compreensão da língua Rikbaktsa (cf. Gráfico 6).

Overall, we can say that people over 40 are generally bilingual in Rikbaktsa and Portuguese (see figure 4). Among these speakers, we found a small number of monolinguals in Rikbaktsa (see figure 3). People aged between 30 and 50 do not speak or speak little Rikbaktsa; although they demonstrate having a good level of understanding of this language, they communicate almost exclusively in Portuguese (see figure 5). Finally, people under 30 years of age are, with few exceptions, monolingual in Portuguese and have a low level of understanding of Rikbaktsa (see figure 6).

[Based on 297 interviews in 24 villages] Speak Portuguese and only understand Rikbaktsá:
Ages 0-9: 0.3%
Ages 10-19: 4%
Ages 20-29: 6%
Ages 30-39: 5%
Ages 40-49: 2%
Ages above 50:  0.7%) [Silva 2010](cldf:silva:10)",569683,
